tên_bệnh,hội_chứng,chủ_chứng,triệu_chứng,lưỡi,mạch,bài_thuốc,vị_thuốc
Vị ái,"Ưu uất khí kết, khí trệ huyết ứ","khối u, sụt cân, nuốt nghẹn, ho ra máu, u bướu, sưng hạch, di căn, ung thư","Đau ngâm ngẩm dạ dày, ăn giảm, nôn ra máu, đại tiện phân đen, sờ thấy khối u cứng rắn",,,"Lý khí hoạt huyết, tiêu thũng kiên","Cẩu khởi, Quất diệp, Chỉ xác, Trần bì, Bát nguyệt trát, Phật thủ, Đinh hương, Hồng hoa, Qủa cau, Đan sâm, Xích thược, Mẫu lệ, Thạch sùng, Mộc hương, Hương phụ, Dĩ nhân, Hợp hoan bì, Phục linh"
Vị ái,Thời kỳ cuối di căn,"khối u, sụt cân, nuốt nghẹn, ho ra máu, u bướu, sưng hạch, di căn, ung thư","Đau rên rỉ liên tục, tinh thần mệt mỏi, ăn uống kém",,,"Hóa kết, hoạt huyết, tiêu thũng","Bột giả thạch, Hải tảo, Hoàn phục hoa, Toàn lăng, Côn bố, Nga truật, Hạ khô thảo, Xích thược, Miết giáp, Bạch mao căn, Bạch hoa xà, Mật ong"
Vị ái,Đàm ứ trở,"khối u, sụt cân, nuốt nghẹn, ho ra máu, u bướu, sưng hạch, di căn, ung thư","khó nuốt, đau tắc nghẽn, lưỡi nhạt rêu nhẫy bẩn, mạch tế hoạt",lưỡi nhạt rêu nhẫy bẩn,mạch tế hoạt,Hóa đàm trừ ứ,"Thảo ô, Mộc miết tử, Ngũ linh chi, Bạch giao hương, Xạ hương, Hương mặc, Mạt dược, Đương qui, Địa long, Nhũ hương"
Vị ái,Tỳ vị hư hàn,"khối u, sụt cân, nuốt nghẹn, ho ra máu, u bướu, sưng hạch, di căn, ung thư","Ung thư dạ dày thể hàn hư, đau bụng âm ỉ, thích ấm, mệt mỏi, ăn kém",,,Ôn trung tán hàn,"Hồng sâm, Bạch truật cháy, Bán hạ, Lương khương, Tảo hưu, Phòng phong, Sinh dĩ nhân, Mạt dược, Sa nhân, Mộc hương, Sơn giáp sao, Văn truật, Cam thảo, Sinh khương, Táo tầu"
Vị ái,Khí trệ huyết ứ,"khối u, sụt cân, nuốt nghẹn, ho ra máu, u bướu, sưng hạch, di căn, ung thư","Ung thư dạ dày, đau thượng vị, ăn kém, buồn nôn, gầy sút",,,Lí vị hoá kết thang,"Đẳng sâm, Phục linh, Thục địa, Thiên đông, Bạch truật, Ô dược, Khiếm thảo, Nguyên hồ, Bối mẫu, Nội kim, Mộc hương, Bạch anh, Cốc mộc thảo, Bạch hoa xà, Cam thảo, Đại táo, Tam thất"
Vị ái,Can khí uất kết,"khối u, sụt cân, nuốt nghẹn, ho ra máu, u bướu, sưng hạch, di căn, ung thư","Can khí không khai thông, khí huyết ư kết, đau tức ngực sườn, ợ hơi",,,Sài hồ khai thông gan thang,"Sài hồ, Bạch thược, Chỉ thực, Trần bì, Hương phụ, Uất kim, Diên hồ, Sinh khương, Đinh hương, Lá cây hỉ thụ"
Vị ái,Tỳ vị hư hàn,"khối u, sụt cân, nuốt nghẹn, ho ra máu, u bướu, sưng hạch, di căn, ung thư","Ung thư dạ dày thể tỳ vị hư hàn, đau bụng âm ỉ, sợ lạnh, mệt mỏi",,,Ôn trung tán hàn,"Nhân sâm, Bạch truật, Can khương, Hồng khấu, Ngô du, Đinh hương, Cuống tai hồng, Đàn hương, Nhục quế, Phụ phiến, Bán hạ, Kha tử"
Vị ái,Can vị bất hòa,"khối u, sụt cân, nuốt nghẹn, ho ra máu, u bướu, sưng hạch, di căn, ung thư","Ung thư dạ dày thể can vị bất hòa, đau thượng vị, ợ hơi, buồn nôn",,,Sơ can hòa vị,"Sài hồ, Chỉ xác, Hoàn phục hoa, Đại giả thạch, Bán hạ, Cam thảo, Tiêu tam tiên, Hồng hoa"
Vị ái,Đàm thấp ngưng kết,"khối u, sụt cân, nuốt nghẹn, ho ra máu, u bướu, sưng hạch, di căn, ung thư","Ung thư dạ dày thể đàm thấp ngưng kết, đầy bụng, buồn nôn, rêu lưỡi dày nhớt",rêu lưỡi dày nhớt,,Hóa đàm trừ thấp,"Can khương, Nhũ hương, Phục linh, Trần bì, Pháp hạ, Sinh nam tinh, Hoàng dược tử, Thũng tiết phong, Hải tảo, Hạ khô thảo, Ngô du"
Vị ái,Khí huyết đều thiếu,"khối u, sụt cân, nuốt nghẹn, ho ra máu, u bướu, sưng hạch, di căn, ung thư","Ung thư dạ dày thể khí huyết đều thiếuUng thư dạ dày thể khí huyết đều thiếu, người gầy, mệt mỏi, sắc mặt nhợt",,,Bổ khí dưỡng huyết,"Nhân sâm, Hoàng kì, Đương qui, Bạch truật, Bạch thược, Thục địa, Nga truật, Thạch kiên xuyên"
Vị ái,Nhiệt vị thương âm,"khối u, sụt cân, nuốt nghẹn, ho ra máu, u bướu, sưng hạch, di căn, ung thư","Ung thư dạ dày thể nhiệt vị thương âm, nóng rát thượng vị, khô miệng, táo bón",,,Thanh nhiệt dưỡng âm,"Thạch cao, Hàn thuỷ thạch, Tri mẫu, Sa sâm, Ngọc trúc, Thạch hộc, Trúc nhự, Đại hoàng"
Vị ái,Ứ độc nội trở,"khối u, sụt cân, nuốt nghẹn, ho ra máu, u bướu, sưng hạch, di căn, ung thư","Ung thư dạ dày thể ứ độc nội trở, đau dữ dội, có khối u, đại tiện đen",,,Hoạt huyết hóa ứ giải độc,"Ngũ linh chi, Sinh bồ hoàng, Nga truật, Miết giáp, Giáp châu, Tảo hưu, Thạch kiến xuyến, Thổ miết trùng, Xích thược"
Vị ái,Khí huyết hư,"khối u, sụt cân, nuốt nghẹn, ho ra máu, u bướu, sưng hạch, di căn, ung thư","Ung thư dạ dày sau phẫu thuật hoặc chưa cắt bỏ, mệt mỏi, ăn kém, đau nhẹ",,,Hoà khí dưỡng vinh thang gia giảm,"Uất kim, Nguyên hồ, Bạch truật, Phục linh, Đẳng sâm sao, Đương quy sao, Hoàng kỳ, Nga truật, Lục ngác mai, Cam thảo, Mạch nha"
Vị ái,Đàm ứ kết,"khối u, sụt cân, nuốt nghẹn, ho ra máu, u bướu, sưng hạch, di căn, ung thư","Ung thư dạ dày, khó nuốt, nôn, đau, gầy sút",,,Đại giải thạch hoàn phục thang gia giảm,"Sinh giả thạch, Hoàn phục hoa, Bán hạ, Thủy điệt, Ngô công, Mẫu lệ, Hải thạch, Đẳng sâm, Nội kim, Mạch nha, Tô tử, Trúc như, Vĩ căn"
Vị ái,Độc ứ,"khối u, sụt cân, nuốt nghẹn, ho ra máu, u bướu, sưng hạch, di căn, ung thư","Ung thư dạ dày, đau bụng, buồn nôn, gầy sút",,,Tam tử hoàn,"Hoàng dược tử, Thiên quỳ tử, Toán bàn tử"
Vị ái,Khí trệ huyết ứ,"khối u, sụt cân, nuốt nghẹn, ho ra máu, u bướu, sưng hạch, di căn, ung thư","Ung thư dạ dày, đau thượng vị, ăn kém, ợ hơi, gầy sút",,,Nhị sâm thang,"Lưỡng đầu tiêm, Bán hạ, Sa sâm, Đan sâm, Bối xác, Thảo khấu, Khương phác, Vân linh, Cam thảo, Mộc hương, Trần bì, Ngõa lăng tử, Hương phụ, Nguyên hồ, Kê nội kim, Cốc nha"
Vị ái,"Ung thư dạ dày, đau thượng vị, ăn kém, ợ hơi, gầy sút","khối u, sụt cân, nuốt nghẹn, ho ra máu, u bướu, sưng hạch, di căn, ung thư","Ung thư dạ dày thể khí kết thương âm, đau tức, khô miệng, táo bón",,,Hành khí tiểu nham thang,"Đan sâm, Phục linh, Uất kim, Sa nhân, Thốn đông, Qua lâu, Bán liên chi, Cóc khô, Thủy điệt, Hà diệp"
Vị ái,Khí huyết hư,"khối u, sụt cân, nuốt nghẹn, ho ra máu, u bướu, sưng hạch, di căn, ung thư","Ung thư dạ dày thời kỳ giữa, kết hợp hóa trị, mệt mỏi, ăn kém",,,Thăng ngư thang,"Hoàng kỳ, Thái tử sâm, Kê huyết đằng, Bạch truật, Vân linh, Cẩu khởi tử, Thỏ ty tử"
Vị ái,Khí ứ kết,"khối u, sụt cân, nuốt nghẹn, ho ra máu, u bướu, sưng hạch, di căn, ung thư","Ung thư dạ dày, đau thượng vị, ăn kém, buồn nôn, gầy mòn",,,Lí vị hóa kết thang,"Đẳng sâm, Bạch truật, Phục linh, Cam thảo, Hoàng kỳ, Thục địa, Hoàng tinh, Bạch mao đằng, Bạch hoa xà, Tam thất, Đại táo, Sa sâm"
Vị ái,Khí uất thương âm,"khối u, sụt cân, nuốt nghẹn, ho ra máu, u bướu, sưng hạch, di căn, ung thư","Ung thư dạ dày, khó nuốt, đau, nôn, táo bón",,,Lí vị thông quan thang,"Đẳng sâm, Bạch truật, Phục linh, Cam thảo, Ngô du, Mạch cốc nha, Xà thiệt thảo, Kê nội kim, Bạch nhân, Sa sâm, Điền tam thất, Thục địa"
Ngân tiết,Phong nhiệt,"ngứa, mẩn, ban, mụn, ghẻ, da, phát ban, mề đay","Những nốt chấm xuất hiện nhiều và liên tục, lâu ngày to dần, màu trắng đục, ngứa nhiều, mọc ở tay chân hoặc đầu mặt, gây hoại tử da sau đó có chấm xuất huyết, kèm sốt, khát, khô họng, đau, lưỡi đỏ sậm, rêu hơi vàng, mạch Phù Sác","lưỡi đỏ sậm, rêu hơi vàng",mạch Phù Sác,Hoè hoa thang gia giảm,"Hòe hoa, Sinh địa, Thổ phục linh, Thăng ma, Tử thảo, Địa phụ tử, Ké"
Ngân tiết,Phong huyết táo,"ngứa, mẩn, ban, mụn, ghẻ, da, phát ban, mề đay","Nhiều nốt ban chẩn mới ít xuất hiện, những nốt cũ màu hơi đỏ, ngứa, mặt khô da, lưỡi ít tân dịch, rêu hơi vàng khô, mạch Huyền Tế hoặc Tế Sác","lưỡi ít tân dịch, rêu hơi vàng khô",mạch Huyền Tế hoặc Tế Sác,Lương huyết,"Huyền sâm, Ngân hoa, Sinh địa, Ké, Hà thủ ô, Hỏa ma nhân"
Ngân tiết,Phong hàn,"ngứa, mẩn, ban, mụn, ghẻ, da, phát ban, mề đay","Nhiều vết chấm như đồng tiền hoặc từng mảng màu hồng, trên mặt mụn có thể thối nát, phát bệnh quanh năm, từ mùa đông đến mùa hè thường tự bớt hoặc giảm ẩn, lưỡi hồng nhạt, rêu trắng nhạt, mạch Phù Khẩn","lưỡi hồng nhạt, rêu trắng nhạt",mạch Phù Khẩn,Tứ vật ma hoàng thang gia giảm,"Ma hoàng, Quế chi, Qui đầu, Bạch thược, Sinh địa, Sa sâm"
Ngân tiết,Thấp nhiệt,"ngứa, mẩn, ban, mụn, ghẻ, da, phát ban, mề đay","Nhiều vết chấm như nước trong lỗ rỉ ra, xuất hiện ở bên dưới bầu vú, vùng hội âm, khuỷu tay, hố mắt, vùng sinh dục, màu hồng xám, thường gom lại thành mảng lớn, chảy nước trắng đục, hơi ngứa, khô miệng không khát, cơ thể nóng, mệt mỏi, lưỡi đỏ sậm, rêu vàng hoặc có ngấn bệu, mạch Hoạt Sác","lưỡi đỏ sậm, rêu vàng hoặc có ngấn bệu",mạch Hoạt Sác,Tiêu ngân nhị hiệu thang gia giảm,"Long đởm thảo, Khổ sâm, Hoàng cầm, Xương truật, Phục linh, Trạch tả, Tỳ giải, Bắc đậu căn, Thảo hà sa, Thổ phục linh, Đan bì"
Ngân tiết,Huyết nhiệt,"ngứa, mẩn, ban, mụn, ghẻ, da, phát ban, mề đay","Mới phát hoặc tái phát không lâu, vết sần nổi lên như đồng tiền hoặc bùn, thường nổi hạt nhỏ như ban chẩn, to nhỏ không đều, màu hồng tươi, mọc nhiều ở tứ chi, có thể mọc ở đầu và mặt trước, bề mặt có màu trắng đục, khô, vỡ nát có khi rướm máu, kèm ngứa, tâm phiền, khát, táo bón, tiểu ít vàng, lưỡi đỏ sậm, rêu hơi vàng, mạch Huyền Hoạt hoặc Hoạt Sác","lưỡi đỏ sậm, rêu hơi vàng",mạch Huyền Hoạt hoặc Hoạt Sác,Ngân hoa hổ trượng thang gia giảm,"Ngân hoa, Hổ trượng, Sinh địa, Qui vĩ, Xích thược, Hòe hoa, Đại thanh diệp, Đan bì, Tử thảo, Bắc đậu căn"
Ngân tiết,Huyết ứ,"ngứa, mẩn, ban, mụn, ghẻ, da, phát ban, mề đay","Vết ban màu đỏ tối hoặc tím, to nhỏ không đều, bề mặt hơi lõm, khô trắng đục, không bong da, có một ít vết ban nhỏ mới xuất hiện kèm ngứa hoặc không, khô miệng không muốn uống, lưỡi đỏ tối hoặc có điểm ứ huyết, rêu trắng nhạt hoặc hơi vàng, mạch Huyền Sáp hoặc Trầm Sáp","lưỡi đỏ tối hoặc có điểm ứ huyết, rêu trắng nhạt hoặc hơi vàng",mạch Huyền Sáp hoặc Trầm Sáp,Hoàng kỳ đan sâm thang gia giảm,"Đan sâm, Trạch lan, Tây thảo, Hoạt huyết đằng, Hoàng kỳ, Hương phụ, Thanh bì, Trần bì, Xích thược, Tam lăng, Nga truật, Lăng tiêu hoa, Thỏ ti tử, Ô xà"
Ngân tiết,Huyết hư,"ngứa, mẩn, ban, mụn, ghẻ, da, phát ban, mề đay","Cơ thể vốn suy yếu, bệnh kéo dài lâu ngày, da chuyển sang trắng bệch, nhiều vết ban có dạng từng mảng hoặc phát ra toàn thân, màu hồng nhạt ướt hoặc nhạt tối, bong da có những vết ban mới xuất hiện, ngứa nặng hoặc nhẹ, kèm chóng mặt, ít ngủ, ăn uống kém, lưỡi hồng nhạt, rêu ít, ít tân dịch, mạch Huyền Tế hoặc Trầm Tế","lưỡi hồng nhạt, rêu ít",mạch Huyền Tế hoặc Trầm Tế,Dưỡng huyết khứ phong thang gia giảm,"Hoàng kỳ, Đẳng sâm, Qui đầu, Ma nhân, Huyền sâm, Bạch thược, Thục địa, Kê huyết đằng, Mạch môn, Bạch tiễn bì, Bạch chỉ, Tật lê"
Ngân tiết,Mạch xung nhâm không điều hoà,"ngứa, mẩn, ban, mụn, ghẻ, da, phát ban, mề đay","Da nổi nhiều nốt sẩn đặc biệt vào thời kỳ kinh nguyệt, có thai, sinh đẻ, đa số trước khi có kinh, đang có thai và trước khi sinh thì phát nặng hơn, có một ít sau khi có kinh và sau khi sinh mới phát. Toàn thân nổi lên những vết ban mọc thành đám, màu đỏ tươi sau đó trở thành trắng đục, lúc mới phát có những vết xuất huyết. Toàn thân hơi ngứa, tâm phiền, khô miệng, váng đầu, đau lưng, lưỡi đỏ sẫm hoặc đỏ nhạt, rêu trắng, mạch Hoạt Sác hoặc Trầm Tế","lưỡi đỏ sẫm hoặc đỏ nhạt, rêu trắng",mạch Hoạt Sác hoặc Trầm Tế,Nhị tiên thang gia giảm,"Tiên mao, Hoàng bá, Tri mẫu, Dâm dương hoắc, Thỏ ty tử, Sinh địa, Thục địa, Qui đầu, Nữ trinh tử, Hạn niên thảo"
Ngân tiết,Nhiệt độc thương doanh,"ngứa, mẩn, ban, mụn, ghẻ, da, phát ban, mề đay","Phát bệnh nhanh, toàn thân đều nổi ban đỏ, đỏ tím, đỏ sẫm, nóng, ấn vào thì nhạt màu, sưng phù, bong da, toàn thân sốt cao, sợ lạnh, tâm phiền, khát, tinh thần uể oải, tay chân không có sức, lưỡi đỏ sẫm, ít tân dịch, mạch Huyền Sác hoặc Hoạt Sác",lưỡi đỏ sẫm,mạch Huyền Sác hoặc Hoạt Sác,Linh Dương Hoá Ban Thang gia giảm,"Linh dương giác, Sinh địa, Ngân hoa, Tử thảo, Bạch hoa xà, Đan bì, Xích thược, Huyền sâm, Sa sâm, Liên kiều, Hoàng cầm, Hoàng liên, Tri mẫu, Thạch cao"
Viêm âm đạo,Thấp nhiệt,"âm đạo, âm hộ, vùng kín","Khí hư ra nhiều, kèm dính huyết, mùi hôi tanh, nặng đầu, hoa mắt, mệt nhọc, khát không muốn uống, ít ngủ, táo hoặc ỉa chảy, nước tiểu ít đỏ, rêu lưỡi vàng nhờn, mạch nhu sác",rêu lưỡi vàng nhờn,mạch nhu sác,Long đởm tả can thang gia giảm,"Long đởm thảo, Sài hồ, Chi tử, Sa tiền, Bạch thược, Sinh địa, Mộc thông, Hoàng bá, Tỳ giải, Phục linh, ý dĩ"
Viêm âm đạo,Huyết ứ,"âm đạo, âm hộ, vùng kín","Âm đạo sưng đỏ, đau hoặc ứ máu tại chỗ, có dấu hiệu ngoại thương, lưỡi bình thường hoặc hơi có vết ứ máu, mạch bình thường",lưỡi bình thường hoặc hơi có vết ứ máu,mạch bình thường,Huyết Phủ Trục Ứ Thang,"Qui xuyên, Xích thược, Ngưu tất, Đào nhân, Xuyên khung, Cát cánh, Cam thảo, Hồng hoa, Sinh địa, Tam thất, Chỉ sác"
Viêm bàng quang cấp,Thấp nhiệt uất ở hạ tiêu,"bàng quang, tiểu buốt, tiểu rắt, tiểu khó, bí tiểu, tiểu ra máu, tiểu nhiều lần, tiểu","Đái giắt, đái buốt, đái khó, đái đục hoặc có mủ, bụng dưới đau tức, sốt, táo bón, rêu lưỡi vàng, mạch Huyền Sác",rêu lưỡi vàng,mạch Huyền Sác,Thanh nhiệt lợi thấp lợi niệu thông lâm,"Bạch linh, Trư linh, Sa tiền, Cam thảo, Sài hồ, Mộc thông, Mao căn, Sinh địa, Tỳ giải, Bán hạ, Đăng tâm, Hoạt thạch, Bồ công anh, Chi tử, Hoàng bá"
Viêm bàng quang mạn,Âm hư thận hư kèm thấp nhiệt,"bàng quang, tiểu buốt, tiểu rắt, tiểu khó, bí tiểu, tiểu ra máu, tiểu nhiều lần, tiểu","đau lưng mỏi, chóng mặt, mệt mỏi, ù tai, tiểu nhiều hoặc tiểu giắt, vùng hạ vị đau ê ẩm, tiểu vàng, lưỡi đỏ, rêu lưỡi vàng, mạch Tế Sác","lưỡi đỏ, rêu lưỡi vàng",mạch Tế Sác,Tri bá địa hoàng hoàn gia giảm,"Đan bì, Bạch linh, Thục địa, Trạch tả, Hoài sơn, Sơn thù, Sa tiền, Ngân hoa, Liên kiều, Thạch hộc, Ngưu tất, Tri mẫu, Hoàng bá, Tỳ giải"
Viêm cầu thận mạn,Tỳ dương hư,"phù, tiểu ít, tiểu đục, tiểu ra máu, phù mặt, phù chân, albumin, protein niệu","Phù ít, không rõ ràng, phù ở mí mắt, sắc mặt trắng xanh, thở gấp, tay chân mệt mỏi, hay đầy bụng, phân nhão, tiểu tiện ít, chất lưỡi bệt có vết răng, tay chân lạnh, mạch hoãn",chất lưỡi bệt có vết răng,mạch hoãn,Thực tỳ ẩm hợp Vị linh thang,"Bạch linh, Can khương, Thảo quả, Chích thảo, Hậu phác, Phụ tử, Sinh khương, Mộc hương, Đại phúc bì, Bạch truật, Binh lang, Mộc qua, Trư linh, Trạch tả, Táo"
Viêm cầu thận mạn,Thận tỳ dương hư,"phù, tiểu ít, tiểu đục, tiểu ra máu, phù mặt, phù chân, albumin, protein niệu","Phù không rõ ràng, phù ít kéo dài, nhất là 2 mắt cá chân, bụng trướng, ỉa lỏng, nước tiểu ít, sắc mặt trắng xanh, lưỡi bệu, mệt mỏi, lưng mỏi, tay chân lạnh, sợ lạnh, mạch trầm tế",lưỡi bệu,mạch trầm tế,Ôn dương lợi thủy,"Phụ tử, Bạch linh, Bạch truật, Sinh khương, Bạch thược, Trạch tả, Xa tiền tử, Trư linh, Nhục quế, Thổ phục, Mã đề, Tỳ giải"
Viêm cầu thận mạn,Âm hư dương xung,"phù, tiểu ít, tiểu đục, tiểu ra máu, phù mặt, phù chân, albumin, protein niệu","Phù ít, đau đầu, chóng mặt, hồi hộp, miệng khát, môi đỏ, khô họng, chất lưỡi đỏ, mạch huyền sác",chất lưỡi đỏ,mạch huyền sác,Bình can tư âm lợi thủy,"Hoài sơn, Đan bì, Bạch linh, Trạch tả, Sơn thù, Kỉ tử, Cúc hoa, Qui đầu, Bạch thược, Ngưu tất, Thục địa, Xa tiền tử, Đan sâm, Tang kí sinh"
